"CurrentName","DNVoucher","Provenance","RowNum","YearPlanted","TreeNum","RowTree","FieldID"
"Eucalyptus rudis subsp. rudis","DN 1131","Pallinup River, WA",69,1995,33,"R069/T33","CCA1213"
"Eucalyptus rudis subsp. rudis","DN 1131","Pallinup River, WA",69,1995,34,"R069/T34","CCA1214"
"Eucalyptus remota","DN 812","Kangaroo Island, SA",69,1995,36,"R069/T36","CCA1215"
"Eucalyptus remota","DN 812","Kangaroo Island, SA",69,1995,37,"R069/T37","CCA1216"
"Eucalyptus remota","DN 812","Kangaroo Island, SA",69,1995,38,"R069/T38","CCA1217"
"Eucalyptus macrandra","DN 1132","Pallinup River, WA",70,1995,6,"R070/T06","CCA1218"
"Eucalyptus macrandra","DN 1132","Pallinup River, WA",70,1995,7,"R070/T07","CCA1219"
"Eucalyptus calycogona subsp. calycogona","DN 1112","Lake King, WA",70,1995,9,"R070/T09","CCA1220"
"Eucalyptus calycogona subsp. calycogona","DN 1112","Lake King, WA",70,1995,10,"R070/T10","CCA1221"
"Eucalyptus calycogona subsp. calycogona","DN 1112","Lake King, WA",70,1995,11,"R070/T11","CCA1222"
"Eucalyptus calycogona subsp. calycogona","DN 1112","Lake King, WA",70,1995,12,"R070/T12","CCA1223"
"Eucalyptus densa subsp. densa","DN 1111","Lake King, WA",70,1995,13,"R070/T13","CCA1224"
"Eucalyptus densa subsp. densa","DN 1111","Lake King, WA",70,1995,15,"R070/T15","CCA1225"
"Eucalyptus deflexa","DN 1110","Lake King, WA",70,1995,17,"R070/T17","CCA1226"
"Eucalyptus deflexa","DN 1110","Lake King, WA",70,1995,18,"R070/T18","CCA1227"
"Eucalyptus deflexa","DN 1110","Lake King, WA",70,1995,19,"R070/T19","CCA1228"
"Eucalyptus deflexa","DN 1110","Lake King, WA",70,1995,20,"R070/T20","CCA1229"
"Eucalyptus incrassata","DN 1129","Twertup, WA",70,1995,21,"R070/T21","CCA1230"
"Eucalyptus incrassata","DN 1129","Twertup, WA",70,1995,23,"R070/T23","CCA1231"
"Eucalyptus incrassata","DN 1129","Twertup, WA",70,1995,24,"R070/T24","CCA1232"
"Eucalyptus mimica subsp. continens","DN 1114","Newdegate, WA",70,1995,26,"R070/T26","CCA1233"
"Eucalyptus mimica subsp. continens","DN 1114","Newdegate, WA",70,1995,27,"R070/T27","CCA1234"
"Eucalyptus mimica subsp. continens","DN 1114","Newdegate, WA",70,1995,28,"R070/T28","CCA1235"
"Eucalyptus arborella","DN 1127","Twertup, WA",70,1995,29,"R070/T29","CCA1236"
"Eucalyptus arborella","DN 1127","Twertup, WA",70,1995,30,"R070/T30","CCA1237"
"Eucalyptus staeri","DN 1133","Wellstead, WA",70,1995,33,"R070/T33","CCA1238"
"Eucalyptus staeri","DN 1133","Wellstead, WA",70,1995,34,"R070/T34","CCA1239"
"Eucalyptus staeri","DN 1133","Wellstead, WA",70,1995,35,"R070/T35","CCA1240"
"Eucalyptus staeri","DN 1133","Wellstead, WA",70,1995,36,"R070/T36","CCA1241"
"Eucalyptus megacarpa","DN 1137","Two Peoples Bay, WA",70,1995,37,"R070/T37","CCA1242"
"Eucalyptus megacarpa","DN 1137","Two Peoples Bay, WA",70,1995,38,"R070/T38","CCA1243"
"Eucalyptus megacarpa","DN 1137","Two Peoples Bay, WA",70,1995,39,"R070/T39","CCA1244"
"Eucalyptus megacarpa","DN 1137","Two Peoples Bay, WA",70,1995,40,"R070/T40","CCA1245"
"Eucalyptus erythrocorys (pure colour reversal)","-","Cult. Enfield, SA",71,1995,2,"R071/T02","CCA1246"
"Eucalyptus erythrocorys (pure colour)","-","Cult. Enfield, SA",71,1995,3,"R071/T03","CCA1247"
"Eucalyptus spathulata subsp. spathulata","DN 234","Katanning, WA",71,1995,4,"R071/T04","CCA1248"
"Eucalyptus spathulata subsp. spathulata","DN 234","Katanning, WA",71,1995,5,"R071/T05","CCA1249"
"Eucalyptus spathulata subsp. spathulata","DN 234","Katanning, WA",71,1995,6,"R071/T06","CCA1250"
"Eucalyptus spathulata subsp. spathulata","DN 234","Katanning, WA",71,1995,7,"R071/T07","CCA1251"
"Eucalyptus rugosa","DN 806","Kangaroo Island, SA",71,1995,8,"R071/T08","CCA1252"
"Eucalyptus rugosa","DN 806","Kangaroo Island, SA",71,1995,9,"R071/T09","CCA1253"
"Eucalyptus rugosa","DN 806","Kangaroo Island, SA",71,1995,10,"R071/T10","CCA1254"
"Eucalyptus rugosa","DN 806","Kangaroo Island, SA",71,1995,11,"R071/T11","CCA1255"
"Eucalyptus pleurocarpa","DN 154","Grass Patch, WA",71,1995,12,"R071/T12","CCA1256"
"Eucalyptus pleurocarpa","DN 154","Grass Patch, WA",71,1995,13,"R071/T13","CCA1257"
"Eucalyptus pleurocarpa","DN 154","Grass Patch, WA",71,1995,15,"R071/T15","CCA1258"
"Eucalyptus pluricaulis subsp. porphyrea","DN 210","Boxwood Hill, WA",71,1995,21,"R071/T21","CCA1259"
"Eucalyptus pluricaulis subsp. porphyrea","DN 210","Boxwood Hill, WA",71,1995,22,"R071/T22","CCA1260"
"Eucalyptus pluricaulis subsp. porphyrea","DN 210","Boxwood Hill, WA",71,1995,23,"R071/T23","CCA1261"
"Eucalyptus celastroides subsp. virella","DN 286","Wubin, WA",71,1995,24,"R071/T24","CCA1262"
"Eucalyptus celastroides subsp. virella","DN 286","Wubin, WA",71,1995,25,"R071/T25","CCA1263"
"Eucalyptus celastroides subsp. virella","DN 286","Wubin, WA",71,1995,26,"R071/T26","CCA1264"
"Eucalyptus celastroides subsp. virella","DN 286","Wubin, WA",71,1995,27,"R071/T27","CCA1265"
"Eucalyptus camaldulensis subsp. camaldulensis","DN 823","Kangaroo Island, SA",71,1995,28,"R071/T28","CCA1266"
"Eucalyptus camaldulensis subsp. camaldulensis","DN 823","Kangaroo Island, SA",71,1995,29,"R071/T29","CCA1267"
"Eucalyptus camaldulensis subsp. camaldulensis","DN 823","Kangaroo Island, SA",71,1995,30,"R071/T30","CCA1268"
"Eucalyptus camaldulensis subsp. camaldulensis","DN 823","Kangaroo Island, SA",71,1995,31,"R071/T31","CCA1269"
"Eucalyptus alaticaulis","DN 356","Mt William Range, Vic",71,1995,33,"R071/T33","CCA1270"
"Eucalyptus baiophylla","DN 1181","Cape Farquhar, WA",72,1995,3,"R072/T03","CCA1271"
"Eucalyptus megacornuta","DN 1121","Ravensthorpe Range, WA",72,1995,4,"R072/T04","CCA1272"
"Eucalyptus megacornuta","DN 1121","Ravensthorpe Range, WA",72,1995,5,"R072/T05","CCA1273"
"Eucalyptus megacornuta","DN 1121","Ravensthorpe Range, WA",72,1995,6,"R072/T06","CCA1274"
"Eucalyptus megacornuta","DN 1121","Ravensthorpe Range, WA",72,1995,7,"R072/T07","CCA1275"
"Eucalyptus occidentalis","DN 170","Condingup, WA",72,1995,8,"R072/T08","CCA1276"
"Eucalyptus occidentalis","DN 170","Condingup, WA",72,1995,9,"R072/T09","CCA1277"
"Eucalyptus occidentalis","DN 170","Condingup, WA",72,1995,10,"R072/T10","CCA1278"
"Eucalyptus occidentalis","DN 170","Condingup, WA",72,1995,11,"R072/T11","CCA1279"
"Eucalyptus uncinata subsp. uncinata","DN 195","Eldverton, WA",72,1995,12,"R072/T12","CCA1280"
"Eucalyptus uncinata subsp. uncinata","DN 195","Eldverton, WA",72,1995,13,"R072/T13","CCA1281"
"Eucalyptus uncinata subsp. uncinata","DN 195","Eldverton, WA",72,1995,14,"R072/T14","CCA1282"
"Eucalyptus uncinata subsp. uncinata","DN 195","Eldverton, WA",72,1995,15,"R072/T15","CCA1283"
"Eucalyptus rhodantha","DN 282","Watheroo, WA",72,1995,16,"R072/T16","CCA1284"
"Eucalyptus rhodantha","DN 282","Watheroo, WA",72,1995,17,"R072/T17","CCA1285"
"Eucalyptus phenax subsp. phenax","DN 929","Lochiel, SA",72,1995,18,"R072/T18","CCA1286"
"Eucalyptus phenax subsp. phenax","DN 929","Lochiel, SA",72,1995,20,"R072/T20","CCA1287"
"Eucalyptus phenax subsp. phenax","DN 929","Lochiel, SA",72,1995,21,"R072/T21","CCA1288"
"Eucalyptus phenax subsp. phenax","DN 929","Lochiel, SA",72,1995,22,"R072/T22","CCA1289"
"Corymbia calophylla","DN 1160","Cockleshell Gully, WA",72,1995,27,"R072/T27","CCA1290"
"Corymbia calophylla","DN 1160","Cockleshell Gully, WA",72,1995,28,"R072/T28","CCA1291"
"Corymbia calophylla","DN 1160","Cockleshell Gully, WA",72,1995,29,"R072/T29","CCA1292"
"Corymbia calophylla","DN 1160","Cockleshell Gully, WA",72,1995,30,"R072/T30","CCA1293"
"Corymbia haematoxylon","DN 1147","Busselton, WA",72,1995,31,"R072/T31","CCA1294"
"Corymbia haematoxylon","DN 1147","Busselton, WA",72,1995,32,"R072/T32","CCA1295"
"Corymbia haematoxylon","DN 1147","Busselton, WA",72,1995,33,"R072/T33","CCA1296"
"Eucalyptus scoparia","DN 672","Mt Norman, Qld",72,1995,34,"R072/T34","CCA1297"
"Eucalyptus scoparia","DN 672","Mt Norman, Qld",72,1995,36,"R072/T36","CCA1298"
"Eucalyptus obliqua","DN 804","Kangaroo Island, SA",72,1995,38,"R072/T38","CCA1299"
"Eucalyptus obliqua","DN 804","Kangaroo Island, SA",72,1995,39,"R072/T39","CCA1300"
"Eucalyptus gillenii","DN 1209","Mt Gillen, WA",73,1995,1,"R073/T01","CCA1301"
"Eucalyptus gillenii","DN 1209","Mt Gillen, WA",73,1995,2,"R073/T02","CCA1302"
"Eucalyptus gillenii","DN 1209","Mt Gillen, WA",73,1995,3,"R073/T03","CCA1303"
"Eucalyptus gillenii","DN 1209","Mt Gillen, WA",73,1995,4,"R073/T04","CCA1304"
"Eucalyptus xerothermica","DN 1183","Cape Range, WA",73,1995,6,"R073/T06","CCA1305"
"Eucalyptus xerothermica","DN 1183","Cape Range, WA",73,1995,7,"R073/T07","CCA1306"
"Eucalyptus xerothermica","DN 1183","Cape Range, WA",73,1995,8,"R073/T08","CCA1307"
"Eucalyptus decipiens","DN 1153","Perth, WA",73,1995,9,"R073/T09","CCA1308"
"Eucalyptus decipiens","DN 1153","Perth, WA",73,1995,10,"R073/T10","CCA1309"
"Eucalyptus decipiens","DN 1153","Perth, WA",73,1995,11,"R073/T11","CCA1310"
"Eucalyptus decipiens","DN 1153","Perth, WA",73,1995,12,"R073/T12","CCA1311"
"Eucalyptus angulosa","DN 939","Port Lincoln, SA",73,1995,14,"R073/T14","CCA1312"
"Eucalyptus angulosa","DN 939","Port Lincoln, SA",73,1995,15,"R073/T15","CCA1313"
"Eucalyptus angulosa","DN 939","Port Lincoln, SA",73,1995,16,"R073/T16","CCA1314"
"Eucalyptus angulosa","DN 939","Port Lincoln, SA",73,1995,17,"R073/T17","CCA1315"
"Eucalyptus quadrans","DN 1099","Truslove, WA",73,1995,20,"R073/T20","CCA1316"
"Eucalyptus quadrans","DN 1099","Truslove, WA",73,1995,21,"R073/T21","CCA1317"
"Eucalyptus quadrans","DN 1099","Truslove, WA",73,1995,22,"R073/T22","CCA1318"
"Eucalyptus leucophylla","DN 1194","Newman, WA",73,1995,24,"R073/T24","CCA1319"
"Eucalyptus leucophylla","DN 1194","Newman, WA",73,1995,25,"R073/T25","CCA1320"
"Eucalyptus peninsularis","DN 948","Koppio Hills, SA",73,1995,29,"R073/T29","CCA1321"
"Eucalyptus peninsularis","DN 948","Koppio Hills, SA",73,1995,30,"R073/T30","CCA1322"
"Eucalyptus peninsularis","DN 948","Koppio Hills, SA",73,1995,31,"R073/T31","CCA1323"
"Eucalyptus peninsularis","DN 948","Koppio Hills, SA",73,1995,32,"R073/T32","CCA1324"
"Eucalyptus punctata","DN 612","Tomerong, NSW",74,1995,1,"R074/T01","CCA1325"
"Eucalyptus punctata","DN 612","Tomerong, NSW",74,1995,2,"R074/T02","CCA1326"
"Eucalyptus punctata","DN 612","Tomerong, NSW",74,1995,3,"R074/T03","CCA1327"
"Eucalyptus punctata","DN 612","Tomerong, NSW",74,1995,4,"R074/T04","CCA1328"
"Eucalyptus conglobata subsp. conglobata","DN 944","Port Lincoln, SA",74,1995,5,"R074/T05","CCA1329"
"Eucalyptus conglobata subsp. conglobata","DN 944","Port Lincoln, SA",74,1995,6,"R074/T06","CCA1330"
"Eucalyptus conglobata subsp. conglobata","DN 944","Port Lincoln, SA",74,1995,7,"R074/T07","CCA1331"
"Eucalyptus conglobata subsp. conglobata","DN 944","Port Lincoln, SA",74,1995,8,"R074/T08","CCA1332"
"Eucalyptus behriana","DN 783","Tarlee, SA",74,1995,13,"R074/T13","CCA1333"
"Eucalyptus behriana","DN 783","Tarlee, SA",74,1995,15,"R074/T15","CCA1334"
"Eucalyptus behriana","DN 783","Tarlee, SA",74,1995,16,"R074/T16","CCA1335"
"Eucalyptus behriana x E. ?odorata","DN 783","Tarlee, SA",74,1995,14,"R074/T14","CCA1336"
"Eucalyptus conglobata subsp. conglobata","DN 938","Boston Island, SA",74,1995,24,"R074/T24","CCA1337"
"Eucalyptus conglobata subsp. conglobata","DN 938","Boston Island, SA",74,1995,25,"R074/T25","CCA1338"
"Eucalyptus conglobata subsp. conglobata","DN 938","Boston Island, SA",74,1995,26,"R074/T26","CCA1339"
"Eucalyptus petiolaris","DN 945","Koppio Hills, SA",74,1995,28,"R074/T28","CCA1340"
"Eucalyptus petiolaris","DN 945","Koppio Hills, SA",74,1995,30,"R074/T30","CCA1341"
"Eucalyptus petiolaris","DN 945","Koppio Hills, SA",74,1995,31,"R074/T31","CCA1342"
"Eucalyptus phenax subsp. compressa","DN 824","Kangaroo Island, SA",74,1995,33,"R074/T33","CCA1343"
"Eucalyptus phenax subsp. compressa","DN 824","Kangaroo Island, SA",74,1995,34,"R074/T34","CCA1344"
"Eucalyptus albopurpurea","DN 825","Kangaroo Island, SA",75,1995,2,"R075/T02","CCA1345"
"Eucalyptus albopurpurea","DN 825","Kangaroo Island, SA",75,1995,3,"R075/T03","CCA1346"
"Eucalyptus albopurpurea","DN 825","Kangaroo Island, SA",75,1995,4,"R075/T04","CCA1347"
"Eucalyptus albopurpurea","DN 825","Kangaroo Island, SA",75,1995,5,"R075/T05","CCA1348"
"Eucalyptus conglobata subsp. conglobata","DN 933","Boston Island, SA",75,1995,6,"R075/T06","CCA1349"
"Eucalyptus conglobata subsp. conglobata","DN 933","Boston Island, SA",75,1995,7,"R075/T07","CCA1350"
"Eucalyptus conglobata subsp. conglobata","DN 933","Boston Island, SA",75,1995,8,"R075/T08","CCA1351"
"Eucalyptus conglobata subsp. conglobata","DN 933","Boston Island, SA",75,1995,9,"R075/T09","CCA1352"
"Eucalyptus cladocalyx subsp. crassa","DN 1053","Kangaroo Island, SA",75,1995,10,"R075/T10","CCA1353"
"Eucalyptus cladocalyx subsp. crassa","DN 1053","Kangaroo Island, SA",75,1995,12,"R075/T12","CCA1354"
"Eucalyptus cladocalyx subsp. crassa","DN 1053","Kangaroo Island, SA",75,1995,13,"R075/T13","CCA1355"
"Eucalyptus albopurpurea","DN 942","Port Lincoln 1, SA",75,1995,15,"R075/T15","CCA1356"
"Eucalyptus albopurpurea","DN 942","Port Lincoln 1, SA",75,1995,16,"R075/T16","CCA1357"
"Eucalyptus albopurpurea","DN 942","Port Lincoln 1, SA",75,1995,17,"R075/T17","CCA1358"
"Eucalyptus petiolaris","DN 946","Koppio Hills 2, SA",75,1995,18,"R075/T18","CCA1359"
"Eucalyptus petiolaris","DN 946","Koppio Hills 2, SA",75,1995,19,"R075/T19","CCA1360"
"Eucalyptus petiolaris","DN 946","Koppio Hills 2, SA",75,1995,20,"R075/T20","CCA1361"
"Eucalyptus diversifolia subsp. diversifolia","DN 792","Kangaroo Island, SA",75,1995,22,"R075/T22","CCA1362"
"Eucalyptus diversifolia subsp. diversifolia","DN 792","Kangaroo Island, SA",75,1995,23,"R075/T23","CCA1363"
"Eucalyptus diversifolia subsp. diversifolia","DN 792","Kangaroo Island, SA",75,1995,24,"R075/T24","CCA1364"
"Eucalyptus diversifolia subsp. diversifolia","DN 792","Kangaroo Island, SA",75,1995,25,"R075/T25","CCA1365"
"Eucalyptus viminalis subsp. cygnetensis","DN 941","Port Lincoln 1, SA",75,1995,26,"R075/T26","CCA1366"
"Eucalyptus viminalis subsp. cygnetensis","DN 941","Port Lincoln 1, SA",75,1995,27,"R075/T27","CCA1367"
"Eucalyptus viminalis subsp. cygnetensis","DN 941","Port Lincoln 1, SA",75,1995,28,"R075/T28","CCA1368"
"Eucalyptus viminalis subsp. cygnetensis","DN 941","Port Lincoln 1, SA",75,1995,29,"R075/T29","CCA1369"
"Eucalyptus diversicolor","DN 1142","Walpole, WA",76,1995,20,"R076/T20","CCA1370"
"Eucalyptus fergusonii subsp. dorsiventralis","DN 634","Wollombi, NSW",76,1995,21,"R076/T21","CCA1371"
"Eucalyptus fergusonii subsp. dorsiventralis","DN 634","Wollombi, NSW",76,1995,22,"R076/T22","CCA1372"
"Eucalyptus fergusonii subsp. dorsiventralis","DN 634","Wollombi, NSW",76,1995,23,"R076/T23","CCA1373"
"Eucalyptus brevistylis","DN 1141","Mt Frankland, WA",76,1995,24,"R076/T24","CCA1374"
"Eucalyptus brevistylis","DN 1141","Mt Frankland, WA",76,1995,26,"R076/T26","CCA1375"
"Eucalyptus brevistylis","DN 1141","Mt Frankland, WA",76,1995,27,"R076/T27","CCA1376"
"Eucalyptus ovata subsp. ovata","DN 805","Kangaroo Island, SA",76,1995,29,"R076/T29","CCA1377"
"Eucalyptus ovata subsp. ovata","DN 805","Kangaroo Island, SA",76,1995,30,"R076/T30","CCA1378"
"Eucalyptus ovata subsp. ovata","DN 805","Kangaroo Island, SA",76,1995,31,"R076/T31","CCA1379"
"Eucalyptus glaucina","CSIRO 11239","Casino, NSW",80,1999,1,"R080/T01","CCA1380"
"Eucalyptus glaucina","CSIRO 11239","Casino, NSW",80,1999,2,"R080/T02","CCA1381"
"Eucalyptus glaucina","CSIRO 11239","Casino, NSW",80,1999,3,"R080/T03","CCA1382"
"Eucalyptus glaucina","CSIRO 11239","Casino, NSW",80,1999,4,"R080/T04","CCA1383"
"Eucalyptus tereticornis subsp. tereticornis","CSIRO 13398","Kupiano, PNG",80,1999,5,"R080/T05","CCA1384"
"Eucalyptus tereticornis subsp. tereticornis","CSIRO 13398","Kupiano, PNG",80,1999,6,"R080/T06","CCA1385"
"Eucalyptus tereticornis subsp. tereticornis","CSIRO 13398","Kupiano, PNG",80,1999,7,"R080/T07","CCA1386"
"Eucalyptus tereticornis subsp. tereticornis","CSIRO 13398","Kupiano, PNG",80,1999,8,"R080/T08","CCA1387"
"Eucalyptus tereticornis subsp. tereticornis","CSIRO 13398","Kupiano, PNG",80,1999,9,"R080/T09","CCA1388"
"Eucalyptus tereticornis subsp. tereticornis","CSIRO 13398","Kupiano, PNG",80,1999,10,"R080/T10","CCA1389"
"Eucalyptus tereticornis subsp. tereticornis","CSIRO 13661","Mount Molloy, Qld",80,1999,25,"R080/T25","CCA1390"
"Eucalyptus tereticornis subsp. tereticornis","CSIRO 13661","Mount Molloy, Qld",80,1999,26,"R080/T26","CCA1391"
"Eucalyptus tereticornis subsp. tereticornis","CSIRO 13661","Mount Molloy, Qld",80,1999,27,"R080/T27","CCA1392"
"Eucalyptus tereticornis subsp. tereticornis","CSIRO 13661","Mount Molloy, Qld",80,1999,28,"R080/T28","CCA1393"
"Eucalyptus tereticornis subsp. tereticornis","CSIRO 13661","Mount Molloy, Qld",80,1999,29,"R080/T29","CCA1394"
"Eucalyptus x impensa","DN 264","Warradarge, WA",82,1998,1,"R082/T01","CCA1395"
"Corymbia terminalis","DN 2120","Charleville, Qld",82,1998,3,"R082/T03","CCA1396"
"Corymbia terminalis","DN 2120","Charleville, Qld",82,1998,4,"R082/T04","CCA1397"
"Corymbia terminalis","DN 2120","Charleville, Qld",82,1998,5,"R082/T05","CCA1398"
"Corymbia terminalis","DN 2120","Charleville, Qld",82,1998,6,"R082/T06","CCA1399"
"Eucalyptus rosacea","DN 518","Lake Minigwal, WA",82,1998,7,"R082/T07","CCA1400"
"Eucalyptus rosacea","DN 518","Lake Minigwal, WA",82,1998,9,"R082/T09","CCA1401"
"Eucalyptus leucophloia subsp. euroa","DN 1332","Mt Isa, Qld",82,1998,18,"R082/T18","CCA1402"
"Eucalyptus behriana","DN 2065","Warracknabeal, Vic",82,1998,22,"R082/T22","CCA1403"
"Eucalyptus behriana x E. largiflorens","DN 2065","Warracknabeal, Vic",82,1998,23,"R082/T23","CCA1404"
"Eucalyptus frenchiana","-","Unknown",82,1998,25,"R082/T25","CCA1405"
"Eucalyptus frenchiana","-","Unknown",82,1998,27,"R082/T27","CCA1406"
"Eucalyptus frenchiana","-","Unknown",82,1998,28,"R082/T28","CCA1407"
"Eucalyptus eremicola subsp. peeneri","DN 1518","Voakes Hill, SA",83,1998,1,"R083/T01","CCA1408"
"Eucalyptus eremicola subsp. peeneri","DN 1518","Voakes Hill, SA",83,1998,2,"R083/T02","CCA1409"
"Eucalyptus eremicola subsp. peeneri","DN 1518","Voakes Hill, SA",83,1998,3,"R083/T03","CCA1410"
"Eucalyptus eremicola subsp. peeneri","DN 1518","Voakes Hill, SA",83,1998,4,"R083/T04","CCA1411"
"Eucalyptus rameliana","DN 543","Cooma Well, WA",83,1998,8,"R083/T08","CCA1412"
"Corymbia deserticola subsp. deserticola","DN 542","Kumarina roadhouse, WA",83,1998,11,"R083/T11","CCA1413"
"Eucalyptus longirostrata","DN 2112","Cracow, Qld",83,1998,12,"R083/T12","CCA1414"
"Eucalyptus longirostrata","DN 2112","Cracow, Qld",83,1998,13,"R083/T13","CCA1415"
"Eucalyptus longirostrata","DN 2112","Cracow, Qld",83,1998,14,"R083/T14","CCA1416"
"Eucalyptus longirostrata","DN 2112","Cracow, Qld",83,1998,15,"R083/T15","CCA1417"
"Eucalyptus ochrophloia","DN 2119","Charleville, Qld",83,1998,20,"R083/T20","CCA1418"
"Eucalyptus ochrophloia","DN 2119","Charleville, Qld",83,1998,21,"R083/T21","CCA1419"
"Eucalyptus ochrophloia","DN 2119","Charleville, Qld",83,1998,22,"R083/T22","CCA1420"
"Eucalyptus caleyi subsp. caleyi - subsp. ovendenii intergrade","DN 2102","west of Tenterfield, NSW",83,1998,25,"R083/T25","CCA1421"
"Eucalyptus caleyi subsp. caleyi - subsp. ovendenii intergrade","DN 2102","west of Tenterfield, NSW",83,1998,27,"R083/T27","CCA1422"
"Eucalyptus lansdowneana","DN 57","Scrubby Peak, SA",84,1998,1,"R084/T01","CCA1423"
"Eucalyptus lansdowneana","DN 57","Scrubby Peak, SA",84,1998,2,"R084/T02","CCA1424"
"Eucalyptus lansdowneana","DN 57","Scrubby Peak, SA",84,1998,3,"R084/T03","CCA1425"
"Eucalyptus lansdowneana","DN 57","Scrubby Peak, SA",84,1998,4,"R084/T04","CCA1426"
"Angophora leiocarpa","DN 2103","Karara, Qld",84,1998,5,"R084/T05","CCA1427"
"Angophora leiocarpa","DN 2103","Karara, Qld",84,1998,6,"R084/T06","CCA1428"
"Angophora leiocarpa","DN 2103","Karara, Qld",84,1998,7,"R084/T07","CCA1429"
"Angophora leiocarpa","DN 2103","Karara, Qld",84,1998,8,"R084/T08","CCA1430"
"Eucalyptus rubiginosa","DN 2114","Isla Gorge, Qld",84,1998,11,"R084/T11","CCA1431"
"Eucalyptus rubiginosa","DN 2114","Isla Gorge, Qld",84,1998,12,"R084/T12","CCA1432"
"Eucalyptus rupestris","DN 1920","Mt Elizabeth Station, WA",84,1998,13,"R084/T13","CCA1433"
"Eucalyptus rupestris","DN 1920","Mt Elizabeth Station, WA",84,1998,14,"R084/T14","CCA1434"
"Eucalyptus aenea","DN 2083","Gungal, NSW",84,1998,16,"R084/T16","CCA1435"
"Eucalyptus aenea","DN 2083","Gungal, NSW",84,1998,17,"R084/T17","CCA1436"
"Eucalyptus aenea","DN 2083","Gungal, NSW",84,1998,18,"R084/T18","CCA1437"
"Eucalyptus aenea","DN 2083","Gungal, NSW",84,1998,19,"R084/T19","CCA1438"
"Eucalyptus herbertiana","DN 1933","Kununurra, WA",84,1998,22,"R084/T22","CCA1439"
"Corymbia trachyphloia subsp. amphistomatica","DN 2084","Gungal, NSW",84,1998,25,"R084/T25","CCA1440"
"Corymbia trachyphloia subsp. amphistomatica","DN 2084","Gungal, NSW",84,1998,26,"R084/T26","CCA1441"
"Corymbia trachyphloia subsp. amphistomatica","DN 2084","Gungal, NSW",84,1998,27,"R084/T27","CCA1442"
"Eucalyptus histophylla","DN 124","Balladonia, WA",85,1996,1,"R085/T01","CCA1443"
"Eucalyptus histophylla","DN 124","Balladonia, WA",85,1996,3,"R085/T03","CCA1444"
"Eucalyptus histophylla","DN 124","Balladonia, WA",85,1996,4,"R085/T04","CCA1445"
"Eucalyptus notactites","DN 177","Lucky Bay, WA",85,1996,5,"R085/T05","CCA1446"
"Eucalyptus notactites","DN 177","Lucky Bay, WA",85,1996,6,"R085/T06","CCA1447"
"Eucalyptus notactites","DN 177","Lucky Bay, WA",85,1996,7,"R085/T07","CCA1448"
"Eucalyptus notactites","DN 177","Lucky Bay, WA",85,1996,8,"R085/T08","CCA1449"
"Eucalyptus recta","DN 294","Cadoux, WA",85,1996,9,"R085/T09","CCA1450"
"Eucalyptus lehmannii subsp. lehmannii","DN 222","Cape Riche, WA",85,1996,13,"R085/T13","CCA1451"
"Eucalyptus lehmannii subsp. lehmannii","DN 222","Cape Riche, WA",85,1996,15,"R085/T15","CCA1452"
"Eucalyptus lehmannii subsp. lehmannii","DN 222","Cape Riche, WA",85,1996,16,"R085/T16","CCA1453"
"Eucalyptus astringens subsp. redacta","DN 214","Beaufort Inlet, WA",85,1996,17,"R085/T17","CCA1454"
"Eucalyptus astringens subsp. redacta","DN 214","Beaufort Inlet, WA",85,1996,18,"R085/T18","CCA1455"
"Eucalyptus astringens subsp. redacta","DN 214","Beaufort Inlet, WA",85,1996,19,"R085/T19","CCA1456"
"Eucalyptus varia","DN 163","Scaddan, WA",85,1996,21,"R085/T21","CCA1457"
"Eucalyptus varia","DN 163","Scaddan, WA",85,1996,22,"R085/T22","CCA1458"
"Eucalyptus varia","DN 163","Scaddan, WA",85,1996,23,"R085/T23","CCA1459"
"Eucalyptus varia","DN 163","Scaddan, WA",85,1996,25,"R085/T25","CCA1460"
"Eucalyptus mimica subsp. mimica","DN 188","Newdegate, WA",85,1996,26,"R085/T26","CCA1461"
"Eucalyptus mimica subsp. mimica","DN 188","Newdegate, WA",85,1996,28,"R085/T28","CCA1462"
"Eucalyptus diptera","DN 146","Salmon Gums, WA",85,1996,29,"R085/T29","CCA1463"
"Eucalyptus goniocarpa","DN 186","Lake King, WA",85,1996,33,"R085/T33","CCA1464"
"Eucalyptus goniocarpa","DN 186","Lake King, WA",85,1996,34,"R085/T34","CCA1465"
"Eucalyptus goniocarpa","DN 186","Lake King, WA",85,1996,36,"R085/T36","CCA1466"
"Eucalyptus canescens subsp. beadellii","DN 1506","Oak Valley, SA",86,1996,1,"R086/T01","CCA1467"
"Eucalyptus canescens subsp. beadellii","DN 1506","Oak Valley, SA",86,1996,2,"R086/T02","CCA1468"
"Eucalyptus canescens subsp. beadellii","DN 1506","Oak Valley, SA",86,1996,3,"R086/T03","CCA1469"
"Eucalyptus glomerosa","DN 1508","Vokes Hill, SA",86,1996,5,"R086/T05","CCA1470"
"Eucalyptus trivalva","DN 1534","Neale Junction, WA",86,1996,7,"R086/T07","CCA1471"
"Eucalyptus effusa subsp. exsul","DN 1540","Morton Craig Range, WA",86,1996,10,"R086/T10","CCA1472"
"Eucalyptus effusa subsp. exsul","DN 1540","Morton Craig Range, WA",86,1996,11,"R086/T11","CCA1473"
