"CurrentName","DNVoucher","Provenance","RowNum","YearPlanted","TreeNum","RowTree","FieldID"
"Eucalyptus leptopoda subsp. elevata","DN 8","Ilkurlka, WA",9,1993,3,"R009/T03","CCA0001"
"Eucalyptus leptopoda subsp. elevata","DN 8","Ilkurlka, WA",9,1993,4,"R009/T04","CCA0002"
"Eucalyptus mannensis subsp. mannensis","-","Giles, WA",9,1993,5,"R009/T05","CCA0003"
"Eucalyptus gamophylla","-","Kings Canyon, NT",9,1993,9,"R009/T09","CCA0004"
"Eucalyptus victrix","-","Gibson Desert, WA",9,1993,14,"R009/T14","CCA0005"
"Eucalyptus populnea subsp. bimbil","-","Nyngan, NSW",9,1993,15,"R009/T15","CCA0006"
"Eucalyptus populnea subsp. bimbil","-","Nyngan, NSW",9,1993,16,"R009/T16","CCA0007"
"Eucalyptus populnea subsp. bimbil","-","Nyngan, NSW",9,1993,17,"R009/T17","CCA0008"
"Eucalyptus populnea subsp. bimbil","-","Nyngan, NSW",9,1993,18,"R009/T18","CCA0009"
"Eucalyptus yilgarnensis","-","Unknown",9,1993,19,"R009/T19","CCA0010"
"Eucalyptus yilgarnensis","-","Unknown",9,1993,21,"R009/T21","CCA0011"
"Eucalyptus yilgarnensis","-","Unknown",9,1993,22,"R009/T22","CCA0012"
"Eucalyptus glomerosa","-","Warburton, WA",9,1993,25,"R009/T25","CCA0013"
"Eucalyptus alatissima","DN 7","Wanna Lakes, WA",9,1993,26,"R009/T26","CCA0014"
"Eucalyptus oxymitra","-","Petermann Ranges, NT",9,1993,28,"R009/T28","CCA0015"
"Eucalyptus socialis subsp. victoriensis","DN 113","Ooldea Range, SA",9,1993,31,"R009/T31","CCA0016"
"Eucalyptus socialis subsp. victoriensis","DN 113","Ooldea Range, SA",9,1993,32,"R009/T32","CCA0017"
"Eucalyptus socialis subsp. victoriensis","DN 113","Ooldea Range, SA",9,1993,33,"R009/T33","CCA0018"
"Eucalyptus socialis subsp. victoriensis","DN 113","Ooldea Range, SA",9,1993,34,"R009/T34","CCA0019"
"Eucalyptus pimpiniana","DN 110","Ooldea Range, SA",9,1993,35,"R009/T35","CCA0020"
"Eucalyptus pimpiniana","DN 110","Ooldea Range, SA",9,1993,37,"R009/T37","CCA0021"
"Eucalyptus suggrandis subsp. promiscua","DN 311","Dragon Rocks, WA",10,1993,1,"R010/T01","CCA0022"
"Eucalyptus suggrandis subsp. promiscua","DN 311","Dragon Rocks, WA",10,1993,2,"R010/T02","CCA0023"
"Eucalyptus suggrandis subsp. promiscua","DN 311","Dragon Rocks, WA",10,1993,4,"R010/T04","CCA0024"
"Eucalyptus ebbanoensis subsp. photina","DN 270","Mt Michael, WA",10,1993,6,"R010/T06","CCA0025"
"Eucalyptus ebbanoensis subsp. photina","DN 270","Mt Michael, WA",10,1993,7,"R010/T07","CCA0026"
"Eucalyptus ebbanoensis subsp. photina","DN 270","Mt Michael, WA",10,1993,8,"R010/T08","CCA0027"
"Eucalyptus leptopoda subsp. arctata","DN 291","Ballidu, WA",10,1993,11,"R010/T11","CCA0028"
"Eucalyptus leptopoda subsp. arctata","DN 291","Ballidu, WA",10,1993,12,"R010/T12","CCA0029"
"Eucalyptus steedmanii","DN 317","Forrestania, WA",10,1993,13,"R010/T13","CCA0030"
"Eucalyptus steedmanii","DN 317","Forrestania, WA",10,1993,14,"R010/T14","CCA0031"
"Eucalyptus steedmanii","DN 317","Forrestania, WA",10,1993,15,"R010/T15","CCA0032"
"Eucalyptus myriadena","DN 316","Hyden, WA",10,1993,17,"R010/T17","CCA0033"
"Eucalyptus myriadena","DN 316","Hyden, WA",10,1993,18,"R010/T18","CCA0034"
"Eucalyptus myriadena","DN 316","Hyden, WA",10,1993,19,"R010/T19","CCA0035"
"Eucalyptus myriadena","DN 316","Hyden, WA",10,1993,20,"R010/T20","CCA0036"
"Eucalyptus ebbanoensis subsp. ebbanoensis","DN 293","Wongan Hills, WA",10,1993,24,"R010/T24","CCA0037"
"Eucalyptus ebbanoensis subsp. ebbanoensis","DN 293","Wongan Hills, WA",10,1993,25,"R010/T25","CCA0038"
"Eucalyptus ebbanoensis subsp. ebbanoensis","DN 293","Wongan Hills, WA",10,1993,26,"R010/T26","CCA0039"
"Eucalyptus oraria","DN 269","Dongara, WA",10,1993,27,"R010/T27","CCA0040"
"Eucalyptus oraria","DN 269","Dongara, WA",10,1993,28,"R010/T28","CCA0041"
"Eucalyptus oraria","DN 269","Dongara, WA",10,1993,29,"R010/T29","CCA0042"
"Eucalyptus oraria","DN 269","Dongara, WA",10,1993,30,"R010/T30","CCA0043"
"Eucalyptus obtusiflora subsp. dongarraensis","DN 266","Cliff Head, WA",10,1993,31,"R010/T31","CCA0044"
"Eucalyptus obtusiflora subsp. dongarraensis","DN 266","Cliff Head, WA",10,1993,32,"R010/T32","CCA0045"
"Eucalyptus obtusiflora subsp. dongarraensis","DN 266","Cliff Head, WA",10,1993,33,"R010/T33","CCA0046"
"Eucalyptus macrocarpa subsp. macrocarpa","DN 261","Badgingarra, WA",10,1993,35,"R010/T35","CCA0047"
"Eucalyptus macrocarpa subsp. macrocarpa","DN 261","Badgingarra, WA",10,1993,36,"R010/T36","CCA0048"
"Eucalyptus macrocarpa subsp. macrocarpa","DN 261","Badgingarra, WA",10,1993,37,"R010/T37","CCA0049"
"Eucalyptus platydisca","DN 133","Mt Norcott, WA",11,1993,1,"R011/T01","CCA0050"
"Eucalyptus platydisca","DN 133","Mt Norcott, WA",11,1993,2,"R011/T02","CCA0051"
"Eucalyptus flavida","DN 343","Bronco Plains, WA",11,1993,4,"R011/T04","CCA0052"
"Eucalyptus flavida","DN 343","Bronco Plains, WA",11,1993,5,"R011/T05","CCA0053"
"Eucalyptus flavida","DN 343","Bronco Plains, WA",11,1993,6,"R011/T06","CCA0054"
"Eucalyptus goniocarpa","DN 186","Lake King, WA",11,1993,7,"R011/T07","CCA0055"
"Eucalyptus goniocarpa","DN 186","Lake King, WA",11,1993,8,"R011/T08","CCA0056"
"Eucalyptus goniocarpa","DN 186","Lake King, WA",11,1993,9,"R011/T09","CCA0057"
"Eucalyptus goniocarpa","DN 186","Lake King, WA",11,1993,10,"R011/T10","CCA0058"
"Eucalyptus laevis","DN 120","Balladonia, WA",11,1993,11,"R011/T11","CCA0059"
"Eucalyptus laevis","DN 120","Balladonia, WA",11,1993,13,"R011/T13","CCA0060"
"Eucalyptus dundasii","DN 129","Fraser Range, WA",11,1993,14,"R011/T14","CCA0061"
"Eucalyptus dundasii","DN 129","Fraser Range, WA",11,1993,15,"R011/T15","CCA0062"
"Eucalyptus dundasii","DN 129","Fraser Range, WA",11,1993,16,"R011/T16","CCA0063"
"Eucalyptus dundasii","DN 129","Fraser Range, WA",11,1993,17,"R011/T17","CCA0064"
"Eucalyptus leptopoda subsp. subluta","DN 336","Callion, WA",11,1993,18,"R011/T18","CCA0065"
"Eucalyptus clelandii","DN 333","Callion, WA",11,1993,19,"R011/T19","CCA0066"
"Eucalyptus clelandii","DN 333","Callion, WA",11,1993,20,"R011/T20","CCA0067"
"Eucalyptus clelandii","DN 333","Callion, WA",11,1993,22,"R011/T22","CCA0068"
"Eucalyptus petraea","DN 339","Cardinnia Rocks, WA",11,1993,23,"R011/T23","CCA0069"
"Eucalyptus petraea","DN 339","Cardinnia Rocks, WA",11,1993,24,"R011/T24","CCA0070"
"Eucalyptus petraea","DN 339","Cardinnia Rocks, WA",11,1993,25,"R011/T25","CCA0071"
"Eucalyptus petraea","DN 339","Cardinnia Rocks, WA",11,1993,26,"R011/T26","CCA0072"
"Eucalyptus melanoxylon","DN 143","Lake Gilmore, WA",11,1993,27,"R011/T27","CCA0073"
"Eucalyptus melanoxylon","DN 143","Lake Gilmore, WA",11,1993,28,"R011/T28","CCA0074"
"Eucalyptus melanoxylon","DN 143","Lake Gilmore, WA",11,1993,30,"R011/T30","CCA0075"
"Eucalyptus vegrandis subsp. vegrandis","DN 207","Jerramungup, WA",11,1993,31,"R011/T31","CCA0076"
"Eucalyptus vegrandis subsp. vegrandis","DN 207","Jerramungup, WA",11,1993,32,"R011/T32","CCA0077"
"Eucalyptus vegrandis subsp. vegrandis","DN 207","Jerramungup, WA",11,1993,33,"R011/T33","CCA0078"
"Eucalyptus vegrandis subsp. vegrandis","DN 207","Jerramungup, WA",11,1993,34,"R011/T34","CCA0079"
"Eucalyptus kumarlensis","DN 141","Beete, WA",11,1993,35,"R011/T35","CCA0080"
"Eucalyptus kumarlensis","DN 141","Beete, WA",11,1993,36,"R011/T36","CCA0081"
"Eucalyptus kumarlensis","DN 141","Beete, WA",11,1993,38,"R011/T38","CCA0082"
"Eucalyptus educta","DN 335","Callion, WA",12,1993,1,"R012/T01","CCA0083"
"Eucalyptus educta","DN 335","Callion, WA",12,1993,2,"R012/T02","CCA0084"
"Eucalyptus wandoo subsp. pulverea","DN 285","Watheroo, WA",12,1993,5,"R012/T05","CCA0085"
"Eucalyptus wandoo subsp. pulverea","DN 285","Watheroo, WA",12,1993,6,"R012/T06","CCA0086"
"Eucalyptus wandoo subsp. pulverea","DN 285","Watheroo, WA",12,1993,7,"R012/T07","CCA0087"
"Eucalyptus wandoo subsp. pulverea","DN 285","Watheroo, WA",12,1993,8,"R012/T08","CCA0088"
"Eucalyptus cyclostoma","DN 125","Newman Rock, WA",12,1993,9,"R012/T09","CCA0089"
"Eucalyptus cyclostoma","DN 125","Newman Rock, WA",12,1993,10,"R012/T10","CCA0090"
"Eucalyptus cyclostoma","DN 125","Newman Rock, WA",12,1993,11,"R012/T11","CCA0091"
"Eucalyptus cyclostoma","DN 125","Newman Rock, WA",12,1993,12,"R012/T12","CCA0092"
"Eucalyptus effusa subsp. effusa","DN 127","Fraser Range, WA",12,1993,13,"R012/T13","CCA0093"
"Eucalyptus effusa subsp. effusa","DN 127","Fraser Range, WA",12,1993,14,"R012/T14","CCA0094"
"Eucalyptus effusa subsp. effusa","DN 127","Fraser Range, WA",12,1993,15,"R012/T15","CCA0095"
"Eucalyptus effusa subsp. effusa","DN 127","Fraser Range, WA",12,1993,16,"R012/T16","CCA0096"
"Eucalyptus varia","DN 163","Scaddan, WA",12,1993,18,"R012/T18","CCA0097"
"Eucalyptus varia","DN 163","Scaddan, WA",12,1993,19,"R012/T19","CCA0098"
"Eucalyptus varia","DN 163","Scaddan, WA",12,1993,20,"R012/T20","CCA0099"
"Eucalyptus perangusta","DN 148","Lort River, WA",12,1993,21,"R012/T21","CCA0100"
"Eucalyptus perangusta","DN 148","Lort River, WA",12,1993,22,"R012/T22","CCA0101"
"Eucalyptus perangusta","DN 148","Lort River, WA",12,1993,23,"R012/T23","CCA0102"
"Eucalyptus perangusta","DN 148","Lort River, WA",12,1993,24,"R012/T24","CCA0103"
"Eucalyptus livida","DN 318","North Ironcap, WA",12,1993,25,"R012/T25","CCA0104"
"Eucalyptus livida","DN 318","North Ironcap, WA",12,1993,26,"R012/T26","CCA0105"
"Eucalyptus livida","DN 318","North Ironcap, WA",12,1993,27,"R012/T27","CCA0106"
"Eucalyptus livida","DN 318","North Ironcap, WA",12,1993,28,"R012/T28","CCA0107"
"Eucalyptus wyolensis","DN 112","Oak Valley, SA",12,1993,29,"R012/T29","CCA0108"
"Eucalyptus wyolensis","DN 112","Oak Valley, SA",12,1993,30,"R012/T30","CCA0109"
"Eucalyptus wyolensis","DN 112","Oak Valley, SA",12,1993,31,"R012/T31","CCA0110"
"Eucalyptus halophila","DN 155","Scaddan, WA",12,1993,33,"R012/T33","CCA0111"
"Eucalyptus halophila","DN 155","Scaddan, WA",12,1993,34,"R012/T34","CCA0112"
"Eucalyptus halophila","DN 155","Scaddan, WA",12,1993,35,"R012/T35","CCA0113"
"Eucalyptus halophila","DN 155","Scaddan, WA",12,1993,36,"R012/T36","CCA0114"
"Eucalyptus fraseri subsp. fraseri","DN 116","Balladonia, WA",13,1993,1,"R013/T01","CCA0115"
"Eucalyptus fraseri subsp. fraseri","DN 116","Balladonia, WA",13,1993,2,"R013/T02","CCA0116"
"Eucalyptus fraseri subsp. fraseri","DN 116","Balladonia, WA",13,1993,4,"R013/T04","CCA0117"
"Eucalyptus tortilis","DN 130","Norseman, WA",13,1993,6,"R013/T06","CCA0118"
"Eucalyptus tortilis","DN 130","Norseman, WA",13,1993,7,"R013/T07","CCA0119"
"Eucalyptus protensa","DN 126","Fraser Range, WA",13,1993,10,"R013/T10","CCA0120"
"Eucalyptus indurata","DN 165","near Scaddan, WA",13,1993,14,"R013/T14","CCA0121"
"Eucalyptus indurata","DN 165","near Scaddan, WA",13,1993,15,"R013/T15","CCA0122"
"Eucalyptus ravida","DN 134","Mt Norcott, WA",13,1993,18,"R013/T18","CCA0123"
"Eucalyptus angustissima","DN 150","Peak Charles, WA",13,1993,20,"R013/T20","CCA0124"
"Eucalyptus angustissima","DN 150","Peak Charles, WA",13,1993,21,"R013/T21","CCA0125"
"Eucalyptus angustissima","DN 150","Peak Charles, WA",13,1993,22,"R013/T22","CCA0126"
"Eucalyptus angustissima","DN 150","Peak Charles, WA",13,1993,23,"R013/T23","CCA0127"
"Eucalyptus terebra","DN 117","Balladonia, WA",13,1993,26,"R013/T26","CCA0128"
"Eucalyptus kessellii subsp. eugnosta","DN 164","Scaddan, WA",13,1993,28,"R013/T28","CCA0129"
"Eucalyptus kessellii subsp. eugnosta","DN 164","Scaddan, WA",13,1993,29,"R013/T29","CCA0130"
"Eucalyptus kessellii subsp. eugnosta","DN 164","Scaddan, WA",13,1993,30,"R013/T30","CCA0131"
"Eucalyptus kessellii subsp. eugnosta","DN 164","Scaddan, WA",13,1993,31,"R013/T31","CCA0132"
"Eucalyptus tumida","DN 159","Scaddan, WA",13,1993,32,"R013/T32","CCA0133"
"Eucalyptus tumida","DN 159","Scaddan, WA",13,1993,33,"R013/T33","CCA0134"
"Eucalyptus tumida","DN 159","Scaddan, WA",13,1993,34,"R013/T34","CCA0135"
"Eucalyptus tumida","DN 159","Scaddan, WA",13,1993,35,"R013/T35","CCA0136"
"Eucalyptus bicostata","DN 468","Otway Ranges, Vic",13,1994,38,"R013/T38","CCA0137"
"Eucalyptus deanei","DN 633","Perrys Crossing, NSW",13,1994,41,"R013/T41","CCA0138"
"Eucalyptus redunca","DN 221","Cape Melville, WA",14,1993,1,"R014/T01","CCA0139"
"Eucalyptus websteriana","DN 138","Norseman, WA",14,1993,5,"R014/T05","CCA0140"
"Eucalyptus websteriana","DN 138","Norseman, WA",14,1993,6,"R014/T06","CCA0141"
"Eucalyptus websteriana","DN 138","Norseman, WA",14,1993,7,"R014/T07","CCA0142"
"Eucalyptus websteriana","DN 138","Norseman, WA",14,1993,8,"R014/T08","CCA0143"
"Eucalyptus spreta","DN 122","Balladonia, WA",14,1993,9,"R014/T09","CCA0144"
"Eucalyptus spreta","DN 122","Balladonia, WA",14,1993,10,"R014/T10","CCA0145"
"Eucalyptus spreta","DN 122","Balladonia, WA",14,1993,11,"R014/T11","CCA0146"
"Eucalyptus planipes","DN 330","Widgiemooltha, WA",14,1993,12,"R014/T12","CCA0147"
"Eucalyptus planipes","DN 330","Widgiemooltha, WA",14,1993,13,"R014/T13","CCA0148"
"Eucalyptus planipes","DN 330","Widgiemooltha, WA",14,1993,14,"R014/T14","CCA0149"
"Eucalyptus planipes","DN 330","Widgiemooltha, WA",14,1993,15,"R014/T15","CCA0150"
"Eucalyptus corrugata","DN 305","Westonia, WA",14,1993,16,"R014/T16","CCA0151"
"Eucalyptus corrugata","DN 305","Westonia, WA",14,1993,17,"R014/T17","CCA0152"
"Eucalyptus corrugata","DN 305","Westonia, WA",14,1993,18,"R014/T18","CCA0153"
"Eucalyptus corrugata","DN 305","Westonia, WA",14,1993,19,"R014/T19","CCA0154"
"Eucalyptus neutra","DN 218","Wellstead, WA",14,1993,21,"R014/T21","CCA0155"
"Eucalyptus neutra","DN 218","Wellstead, WA",14,1993,22,"R014/T22","CCA0156"
"Eucalyptus neutra","DN 218","Wellstead, WA",14,1993,23,"R014/T23","CCA0157"
"Eucalyptus argutifolia","DN 249","Seabird, WA",14,1993,31,"R014/T31","CCA0158"
"Eucalyptus argutifolia","DN 249","Seabird, WA",14,1993,32,"R014/T32","CCA0159"
"Eucalyptus argutifolia","DN 249","Seabird, WA",14,1993,33,"R014/T33","CCA0160"
"Eucalyptus leptopoda subsp. leptopoda","DN 298","Bonnie Rock, WA",14,1993,35,"R014/T35","CCA0161"
"Eucalyptus leptopoda subsp. leptopoda","DN 298","Bonnie Rock, WA",14,1993,36,"R014/T36","CCA0162"
"Eucalyptus leptopoda subsp. leptopoda","DN 298","Bonnie Rock, WA",14,1993,37,"R014/T37","CCA0163"
"Eucalyptus brunnea","DN 669","Wallangarra, Qld",14,1994,39,"R014/T39","CCA0164"
"Eucalyptus camphora subsp. camphora","DN 762","Rylstone, NSW",14,1994,44,"R014/T44","CCA0165"
"Eucalyptus socialis subsp. socialis","-","Wyacka Bluff, SA",15,1993,1,"R015/T01","CCA0166"
"Eucalyptus socialis subsp. socialis","-","Wyacka Bluff, SA",15,1993,2,"R015/T02","CCA0167"
"Eucalyptus socialis subsp. socialis","-","Wyacka Bluff, SA",15,1993,4,"R015/T04","CCA0168"
"Eucalyptus melanophitra","DN 211","Pallinup River, WA",15,1993,6,"R015/T06","CCA0169"
"Eucalyptus melanophitra","DN 211","Pallinup River, WA",15,1993,7,"R015/T07","CCA0170"
"Eucalyptus capillosa","DN 300","Mukinbudin, WA",15,1993,9,"R015/T09","CCA0171"
"Eucalyptus capillosa","DN 300","Mukinbudin, WA",15,1993,10,"R015/T10","CCA0172"
"Eucalyptus capillosa","DN 300","Mukinbudin, WA",15,1993,11,"R015/T11","CCA0173"
"Eucalyptus capillosa","DN 300","Mukinbudin, WA",15,1993,12,"R015/T12","CCA0174"
"Eucalyptus brockwayi","DN 136","Norseman, WA",15,1993,13,"R015/T13","CCA0175"
"Eucalyptus brockwayi","DN 136","Norseman, WA",15,1993,14,"R015/T14","CCA0176"
"Eucalyptus brockwayi","DN 136","Norseman, WA",15,1993,15,"R015/T15","CCA0177"
"Eucalyptus brockwayi","DN 136","Norseman, WA",15,1993,16,"R015/T16","CCA0178"
"Eucalyptus subangusta subsp. pusilla","DN 278","Canna, WA",15,1993,19,"R015/T19","CCA0179"
"Eucalyptus subangusta subsp. cerina","DN 301","Chiddarcooping Hill, WA",15,1993,20,"R015/T20","CCA0180"
"Eucalyptus subangusta subsp. cerina","DN 301","Chiddarcooping Hill, WA",15,1993,21,"R015/T21","CCA0181"
"Eucalyptus subangusta subsp. cerina","DN 301","Chiddarcooping Hill, WA",15,1993,23,"R015/T23","CCA0182"
"Eucalyptus densa subsp. improcera","DN 185","Ravensthorpe, WA",15,1993,24,"R015/T24","CCA0183"
"Eucalyptus densa subsp. improcera","DN 185","Ravensthorpe, WA",15,1993,27,"R015/T27","CCA0184"
"Eucalyptus preissiana subsp. lobata","DN 179","Quaggi Beach, WA",15,1993,28,"R015/T28","CCA0185"
"Eucalyptus preissiana subsp. lobata","DN 179","Quaggi Beach, WA",15,1993,31,"R015/T31","CCA0186"
"Eucalyptus rigidula","DN 292","Ballidu, WA",15,1993,32,"R015/T32","CCA0187"
"Eucalyptus rigidula","DN 292","Ballidu, WA",15,1993,33,"R015/T33","CCA0188"
"Eucalyptus rigidula","DN 292","Ballidu, WA",15,1993,34,"R015/T34","CCA0189"
"Eucalyptus rigidula","DN 292","Ballidu, WA",15,1993,35,"R015/T35","CCA0190"
"Eucalyptus tenuis","DN 326","Mt Day, WA",16,1993,1,"R016/T01","CCA0191"
"Eucalyptus tenuis","DN 326","Mt Day, WA",16,1993,2,"R016/T02","CCA0192"
"Eucalyptus tenuis","DN 326","Mt Day, WA",16,1993,3,"R016/T03","CCA0193"
"Eucalyptus tenuis","DN 326","Mt Day, WA",16,1993,4,"R016/T04","CCA0194"
"Eucalyptus salubris","DN 342","Spinifex Range, WA",16,1993,5,"R016/T05","CCA0195"
"Eucalyptus salubris","DN 342","Spinifex Range, WA",16,1993,6,"R016/T06","CCA0196"
"Eucalyptus salubris","DN 342","Spinifex Range, WA",16,1993,7,"R016/T07","CCA0197"
"Eucalyptus salubris","DN 342","Spinifex Range, WA",16,1993,8,"R016/T08","CCA0198"
"Eucalyptus clivicola","DN 193","Ravensthorpe, WA",16,1993,9,"R016/T09","CCA0199"
"Eucalyptus clivicola","DN 193","Ravensthorpe, WA",16,1993,10,"R016/T10","CCA0200"
"Eucalyptus georgei subsp. georgei","DN 325","Mt Day, WA",16,1993,14,"R016/T14","CCA0201"
"Eucalyptus georgei subsp. georgei","DN 325","Mt Day, WA",16,1993,15,"R016/T15","CCA0202"
"Eucalyptus tenera","DN 238","Lake Chinocup, WA",16,1993,17,"R016/T17","CCA0203"
"Eucalyptus tenera","DN 238","Lake Chinocup, WA",16,1993,18,"R016/T18","CCA0204"
"Eucalyptus tenera","DN 238","Lake Chinocup, WA",16,1993,19,"R016/T19","CCA0205"
"Eucalyptus tenera","DN 238","Lake Chinocup, WA",16,1993,20,"R016/T20","CCA0206"
"Eucalyptus macrocarpa subsp. elachantha","DN 250","Cataby, WA",16,1993,23,"R016/T23","CCA0207"
"Eucalyptus merrickiae","DN 156","Truslove, WA",16,1993,24,"R016/T24","CCA0208"
"Eucalyptus merrickiae","DN 156","Truslove, WA",16,1993,25,"R016/T25","CCA0209"
"Eucalyptus merrickiae","DN 156","Truslove, WA",16,1993,27,"R016/T27","CCA0210"
"Eucalyptus foliosa","DN 161","Scaddan, WA",16,1993,33,"R016/T33","CCA0211"
"Eucalyptus foliosa","DN 161","Scaddan, WA",16,1993,34,"R016/T34","CCA0212"
"Eucalyptus robusta","DN 638","Williamtown, NSW",16,1994,36,"R016/T36","CCA0213"
"Eucalyptus camphora subsp. camphora","DN 616","Wingello, NSW",16,1994,40,"R016/T40","CCA0214"
"Eucalyptus camphora subsp. camphora","DN 616","Wingello, NSW",16,1994,41,"R016/T41","CCA0215"
"Eucalyptus camphora subsp. camphora","DN 616","Wingello, NSW",16,1994,42,"R016/T42","CCA0216"
"Eucalyptus camphora subsp. camphora","DN 616","Wingello, NSW",16,1994,43,"R016/T43","CCA0217"
"Eucalyptus stellulata","DN 582","Omeo, Vic",16,1994,44,"R016/T44","CCA0218"
"Eucalyptus suggrandis subsp. suggrandis","DN 197","Ravensthorpe, WA",17,1993,1,"R017/T01","CCA0219"
"Eucalyptus suggrandis subsp. suggrandis","DN 197","Ravensthorpe, WA",17,1993,2,"R017/T02","CCA0220"
"Eucalyptus suggrandis subsp. suggrandis","DN 197","Ravensthorpe, WA",17,1993,3,"R017/T03","CCA0221"
"Eucalyptus loxophleba subsp. lissophloia","DN 139","McPherson Rock, WA",17,1993,5,"R017/T05","CCA0222"
"Eucalyptus loxophleba subsp. lissophloia","DN 139","McPherson Rock, WA",17,1993,6,"R017/T06","CCA0223"
"Eucalyptus loxophleba subsp. lissophloia","DN 139","McPherson Rock, WA",17,1993,7,"R017/T07","CCA0224"
"Eucalyptus loxophleba subsp. lissophloia","DN 139","McPherson Rock, WA",17,1993,8,"R017/T08","CCA0225"
"Eucalyptus cylindriflora","DN 144","Salmon Gums, WA",17,1993,12,"R017/T12","CCA0226"
"Eucalyptus pileata","DN 191","Newdegate, WA",17,1993,13,"R017/T13","CCA0227"
"Eucalyptus pileata","DN 191","Newdegate, WA",17,1993,15,"R017/T15","CCA0228"
"Eucalyptus varia","DN 167","Condingup, WA",17,1993,16,"R017/T16","CCA0229"
"Eucalyptus varia","DN 167","Condingup, WA",17,1993,18,"R017/T18","CCA0230"
"Eucalyptus leptocalyx subsp. leptocalyx","DN 153","Grass Patch, WA",17,1993,20,"R017/T20","CCA0231"
"Eucalyptus captiosa","DN 203","Needilup, WA",17,1993,25,"R017/T25","CCA0232"
"Eucalyptus ecostata","DN 198","Hopetoun, WA",17,1993,30,"R017/T30","CCA0233"
"Eucalyptus desmondensis x E. occidentalis","DN 192","Desmond, WA",18,1993,1,"R018/T01","CCA0234"
"Eucalyptus desmondensis","DN 192","Desmond, WA",18,1993,2,"R018/T02","CCA0235"
"Eucalyptus vegrandis subsp. vegrandis","DN 201","near Needilup, WA",18,1993,4,"R018/T04","CCA0236"
"Eucalyptus vegrandis subsp. vegrandis","DN 201","near Needilup, WA",18,1993,5,"R018/T05","CCA0237"
"Eucalyptus vegrandis subsp. vegrandis","DN 201","near Needilup, WA",18,1993,7,"R018/T07","CCA0238"
"Eucalyptus gittinsii subsp. illucida","DN 252","Mt Misery, WA",18,1993,14,"R018/T14","CCA0239"
"Eucalyptus gittinsii subsp. illucida","DN 252","Mt Misery, WA",18,1993,15,"R018/T15","CCA0240"
"Eucalyptus phaenophylla","DN 235","Chinocup Lake, WA",18,1993,19,"R018/T19","CCA0241"
"Eucalyptus phaenophylla","DN 235","Chinocup Lake, WA",18,1993,21,"R018/T21","CCA0242"
"Eucalyptus phaenophylla","DN 235","Chinocup Lake, WA",18,1993,22,"R018/T22","CCA0243"
"Eucalyptus xanthonema subsp. xanthonema","DN 202","Needilup, WA",18,1993,23,"R018/T23","CCA0244"
"Eucalyptus xanthonema subsp. xanthonema","DN 202","Needilup, WA",18,1993,24,"R018/T24","CCA0245"
"Eucalyptus xanthonema subsp. xanthonema","DN 202","Needilup, WA",18,1993,25,"R018/T25","CCA0246"
"Eucalyptus xanthonema subsp. xanthonema","DN 202","Needilup, WA",18,1993,26,"R018/T26","CCA0247"
"Eucalyptus micranthera","DN 172","Condingup, WA",18,1993,34,"R018/T34","CCA0248"
"Eucalyptus capillosa","DN 241","Kulin, WA",19,1993,5,"R019/T05","CCA0249"
"Eucalyptus capillosa","DN 241","Kulin, WA",19,1993,6,"R019/T06","CCA0250"
"Eucalyptus capillosa","DN 241","Kulin, WA",19,1993,7,"R019/T07","CCA0251"
"Eucalyptus capillosa","DN 241","Kulin, WA",19,1993,8,"R019/T08","CCA0252"
"Eucalyptus synandra","DN 297","Jingymia, WA",19,1993,9,"R019/T09","CCA0253"
"Eucalyptus synandra","DN 297","Jingymia, WA",19,1993,10,"R019/T10","CCA0254"
"Eucalyptus synandra","DN 297","Jingymia, WA",19,1993,11,"R019/T11","CCA0255"
"Eucalyptus synandra","DN 297","Jingymia, WA",19,1993,12,"R019/T12","CCA0256"
"Eucalyptus histophylla","DN 124","Balladonia, WA",19,1993,18,"R019/T18","CCA0257"
"Eucalyptus histophylla","DN 124","Balladonia, WA",19,1993,19,"R019/T19","CCA0258"
"Eucalyptus histophylla","DN 124","Balladonia, WA",19,1993,20,"R019/T20","CCA0259"
"Eucalyptus crucis subsp. lanceolata","DN 303","Chiddarcooping Hill, WA",19,1993,22,"R019/T22","CCA0260"
"Eucalyptus crucis subsp. lanceolata","DN 303","Chiddarcooping Hill, WA",19,1993,23,"R019/T23","CCA0261"
"Eucalyptus crucis subsp. lanceolata","DN 303","Chiddarcooping Hill, WA",19,1993,24,"R019/T24","CCA0262"
"Eucalyptus kochii subsp. borealis","DN 277","Mullewa, WA",19,1993,26,"R019/T26","CCA0263"
"Eucalyptus kochii subsp. borealis","DN 277","Mullewa, WA",19,1993,27,"R019/T27","CCA0264"
"Eucalyptus kochii subsp. borealis","DN 277","Mullewa, WA",19,1993,28,"R019/T28","CCA0265"
"Eucalyptus delicata","DN 149","Lort River, WA",19,1993,29,"R019/T29","CCA0266"
"Eucalyptus delicata","DN 149","Lort River, WA",19,1993,30,"R019/T30","CCA0267"
"Eucalyptus x pruiniramis","DN 284","Watheroo, WA",20,1993,1,"R020/T01","CCA0268"
"Eucalyptus x pruiniramis","DN 284","Watheroo, WA",20,1993,2,"R020/T02","CCA0269"
"Eucalyptus myriadena","DN 321","Forrestania, WA",20,1993,3,"R020/T03","CCA0270"
